spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
off_axis,C_CN,12,0.370574,0.889710,0.840460,0.973362
off_axis,C_PP,12,0.370574,0.889710,0.840460,0.973362
off_axis,D,12,1.000000,0.973362,0.840460,0.973362
off_axis,Z,13,0.377777,0.890667,0.840460,0.973362
off_axis,A,13,0.537580,0.911905,0.840460,0.973362
off_axis,C_CN,13,0.537580,0.911905,0.840460,0.973362
off_axis,C_PP,13,0.258770,0.874851,0.840460,0.973362
off_axis,D,13,1.000000,0.973362,0.840460,0.973362
off_axis,Z,14,-0.295379,0.801203,0.840460,0.973362
off_axis,A,14,0.289521,0.878938,0.840460,0.973362
off_axis,C_CN,14,0.421438,0.896470,0.840460,0.973362
off_axis,C_PP,14,0.421438,0.896470,0.840460,0.973362
off_axis,D,14,1.000000,0.973362,0.840460,0.973362
off_axis,Z,15,0.487366,0.905232,0.840460,0.973362
off_axis,A,15,0.487366,0.905232,0.840460,0.973362
off_axis,C_CN,15,0.664646,0.928793,0.840460,0.973362
off_axis,C_PP,15,0.664646,0.928793,0.840460,0.973362
off_axis,D,15,1.000000,0.973362,0.840460,0.973362
off_axis,Z,16,-0.380122,0.789940,0.840460,0.973362
off_axis,A,16,0.558097,0.914632,0.840460,0.973362
off_axis,C_CN,16,0.596205,0.919697,0.840460,0.973362
off_axis,C_PP,16,0.596205,0.919697,0.840460,0.973362
off_axis,D,16,1.000000,0.973362,0.840460,0.973362
off_axis,Z,17,-0.338232,0.795508,0.840460,0.973362
off_axis,A,17,0.166886,0.862639,0.840460,0.973362
off_axis,C_CN,17,0.166886,0.862639,0.840460,0.973362
off_axis,C_PP,17,0.166886,0.862639,0.840460,0.973362
off_axis,D,17,1.000000,0.973362,0.840460,0.973362
off_axis,Z,18,0.285777,0.878440,0.840460,0.973362
off_axis,A,18,0.487657,0.905270,0.840460,0.973362
off_axis,C_CN,18,0.487657,0.905270,0.840460,0.973362
off_axis,C_PP,18,0.043425,0.846231,0.840460,0.973362
off_axis,D,18,1.000000,0.973362,0.840460,0.973362
off_axis,Z,19,-0.423445,0.784183,0.840460,0.973362
off_axis,A,19,0.135318,0.858444,0.840460,0.973362
off_axis,C_CN,19,-0.152830,0.820148,0.840460,0.973362
off_axis,C_PP,19,-0.152830,0.820148,0.840460,0.973362
off_axis,D,19,1.000000,0.973362,0.840460,0.973362
off_axis,Z,20,-0.445100,0.781305,0.840460,0.973362
off_axis,A,20,0.345114,0.886326,0.840460,0.973362
off_axis,C_CN,20,0.345114,0.886326,0.840460,0.973362
