sha,files,py_files,test_files,py_loc,a_added,a_deleted,a_py_added,a_py_deleted,a_py_ins,a_py_del
dbd20c452ad9042a5ec68cb0bd822527373c5441,44,23,5,5042,0,0,0,0,0,0
c0a402a138629eff37efe2002f05cef2793efd1c,44,23,5,5045,0,0,0,0,4,1
2189a2b291c1b550fe35f54267d088083b737712,44,23,5,5046,0,0,0,0,4,3
45caa70d6701b0ab75abf3c8654220565b9dbc0d,44,23,5,5064,0,0,0,0,78,60
4b6476ac56fab5fb38ea9a56576923c25f9f3126,44,23,5,5064,0,0,0,0,0,0
170bf4a353894f4f42190afac817c833b07077a6,44,23,5,5064,0,0,0,0,1,1
69326b718905816bb827e0e66c5508c9c04bc06c,46,23,5,5055,2,0,0,0,118,127
4b23fc2c1dc8bc61b4f108eabf4488df9df58781,46,23,5,5103,0,0,0,0,73,25
e5ea3359933d276eedeb43002c5ddb331c5c0bc3,46,23,5,5115,0,0,0,0,15,3
a6ce74318a9dc7362b074591a2426dafd27a6e6b,46,23,5,5160,0,0,0,0,71,26
efcc54991d90a491b76c036b618e8664e32aea30,46,23,5,5161,0,0,0,0,1,0
b44c0e9bd80403f4bc6f07036464067d7467fe02,46,23,5,5171,0,0,0,0,16,6
17072850f467748f57b1072beb8ecac56242c78a,46,23,5,5172,0,0,0,0,3,2
e32428cc1ab9938a20e96a5b0f31e9782c8d2e2e,47,24,5,5280,1,0,1,0,244,136
2a82fc3b86e8f68a6c915c2ba53e5189a3c78fc3,47,24,5,5257,0,0,0,0,31,54
c16a5f36b8ae974709f46610751a6f7540e6db8a,47,24,5,5263,0,0,0,0,9,3
a8e586fd1371df147d9ebb809f8259411ad38124,49,24,5,5265,2,0,0,0,3,1
63b1cfc583e1fef4e84e2e4df77d421ee49546e9,49,24,5,5258,0,0,0,0,14,21
537aba055411261fd9fbf43fb6190c3885932e7d,49,24,5,5251,0,0,0,0,60,67
2c9344754eae53d955d5c6247cbca242431e914a,49,24,5,5253,0,0,0,0,11,9
42f213b4055c97b614fcbea2c9adee45baba5c76,49,24,5,5253,0,0,0,0,2,2
69ca16d6a8eae58737ebdaf7368090aab97dcb97,49,24,5,5269,0,0,0,0,25,9
caefe02fd6f3165e5634460ab20caf4c60400120,49,24,5,5326,0,0,0,0,78,21
064bddf0f535a5c4c735f398847f041655ca9c6a,49,24,5,5330,0,0,0,0,8,4
9ba8e65e3fa45a712835a48b17788fcf40b95436,49,24,5,5330,0,0,0,0,0,0
1ccf792cf16679729eb36f66c2d672f06dd96ba9,49,24,5,5333,0,0,0,0,4,1
d861caaed8bcd50317bf0c37063d971756992792,50,25,5,5351,1,0,1,0,103,85
c2286160b918d0eefbc3909575f5b79c88793787,51,26,6,5389,1,0,1,0,181,143
5d9e820a7ce3b880a1c715ecec9e21587feb97f1,51,26,6,5494,0,0,0,0,158,53
